20170001,Lady Bird delivers fresh insights about the turmoil of adolescence -- and reveals writer-director Greta Gerwig as a fully formed filmmaking talent.
20170002,"Funny, scary, and thought-provoking, Get Out seamlessly weaves its trenchant social critiques into a brilliantly effective and entertaining horror/comedy thrill ride."
20170003,"Thrilling, earnest, and buoyed by Gal Gadot's charismatic performance, Wonder Woman succeeds in spectacular fashion."
20170004,"Dunkirk serves up emotionally satisfying spectacle, delivered by a writer-director in full command of his craft and brought to life by a gifted ensemble cast that honors the fact-based story."
20170005,"Coco's rich visual pleasures are matched by a thoughtful narrative that takes a family-friendly -- and deeply affecting -- approach to questions of culture, family, life, and death."
20170006,The Shape of Water finds Guillermo del Toro at his visually distinctive best -- and matched by an emotionally absorbing story brought to life by a stellar Sally Hawkins performance.
20170007,"Exciting, funny, and above all fun, Thor: Ragnarok is a colorful cosmic adventure that sets a new standard for its franchise -- and the rest of the Marvel Cinematic Universe."
20170008,"Hugh Jackman makes the most of his final outing as Wolverine with a gritty, nuanced performance in a violent but surprisingly thoughtful superhero action film that defies genre conventions."
20170009,"Funny, heartfelt, and intelligent, The Big Sick uses its appealing leads and cross-cultural themes to prove the standard romcom formula still has some fresh angles left to explore."
20170010,Star Wars: The Last Jedi honors the saga's rich legacy while adding some surprising twists -- and delivering all the emotion-rich action fans could hope for.
20170011,"Stylish, exciting, and fueled by a killer soundtrack, Baby Driver hits the road and it's gone -- proving fast-paced action movies can be smartly written without sacrificing thrills."
20170012,"War for the Planet of the Apes combines breathtaking special effects and a powerful, poignant narrative to conclude this rebooted trilogy on a powerful -- and truly blockbuster -- note."
20170013,The Florida Project offers a colorfully empathetic look at an underrepresented part of the population that proves absorbing even as it raises sobering questions about modern America.
20170014,"Spider-Man: Homecoming does whatever a second reboot can, delivering a colorful, fun adventure that fits snugly in the sprawling MCU without getting bogged down in franchise-building."
20170015,I Am Not Your Negro offers an incendiary snapshot of James Baldwin's crucial observations on American race relations -- and a sobering reminder of how far we've yet to go.
20170016,"Three Billboards Outside Ebbing, Missouri deftly balances black comedy against searing drama -- and draws unforgettable performances from its veteran cast along the way."
20170017,"In heartwarming, crowd-pleasing fashion, Hidden Figures celebrates overlooked -- and crucial -- contributions from a pivotal moment in American history."
20170018,"Visually stunning and narratively satisfying, Blade Runner 2049 deepens and expands its predecessor's story while standing as an impressive filmmaking achievement in its own right."
20170019,"Oh, hai Mark. The Disaster Artist is a surprisingly poignant and charming movie-about-a-movie that explores the creative process with unexpected delicacy."
20170020,"Mudbound offers a well-acted, finely detailed snapshot of American history whose scenes of rural class struggle resonate far beyond their period setting."
20170021,"Equal parts breezily charming and poignantly powerful, Faces Places is a unique cross-generational portrait of life in rural France from the great Agnès Varda."
20170022,My Life as a Zucchini's silly title and adorable characters belie a sober story whose colorful visuals delight the senses even as it braves dark emotional depths.
20170023,"The Salesman takes an ambitiously complex look at thought-provoking themes, and the well-acted results prove another consistently absorbing entry in writer-director Asghar Farhadi's distinguished filmography."
20170024,"High-octane fun that's smartly assembled without putting on airs, Logan Lucky marks a welcome end to Steven Soderbergh's retirement -- and proves he hasn't lost his ability to entertain."
20170025,The Lego Batman Movie continues its block-buster franchise's winning streak with another round of dizzyingly funny -- and beautifully animated -- family-friendly mayhem.
20170026,"Moving without resorting to melodrama, BPM offers an engrossing look at a pivotal period in history that lingers long after the closing credits roll."
20170027,"A quiet, moving rumination on loneliness and newfound intimacy, God's Own Country marks an outstanding directorial debut for Francis Lee."
20170028,"Kedi is a cat fancier's dream, but this thoughtful, beautifully filmed look at Istanbul's street feline population offers absorbing viewing for filmgoers of any purr-suasion."
20170029,"Lucky is a bittersweet meditation on mortality, punctuating the career of beloved character actor Harry Dean Stanton."
20170030,"Guardians of the Galaxy Vol. 2's action-packed plot, dazzling visuals, and irreverent humor add up to a sequel that's almost as fun -- if not quite as thrillingly fresh -- as its predecessor."
20170031,"A Ghost Story deftly manages its ambitious themes through an inventive, artful, and ultimately poignant exploration of love and loss."
20170032,"As beautifully animated as it is emotionally satisfying, Your Name adds another outstanding chapter to writer-director Makoto Shinkai's filmography."
20170033,"Jane honors its subject's legacy with an absorbing, beautifully filmed, and overall enlightening look at her decades of invaluable work."
20170034,"A visual treat filled out by consistently stellar work from Robert Pattinson, Good Time is a singularly distinctive crime drama offering far more than the usual genre thrills."
20170035,"City of Ghosts takes a hard-hitting, ground-level look at atrocities in a part of the world that may seem foreign to many viewers, but whose impact will be no less devastating."
20170036,"Wonderfully acted and artfully composed, Columbus balances the clean lines of architecture against the messiness of love, with tenderly moving results."
20170037,Dawson City: Frozen Time takes a patient look at the past through long-lost film footage that reveals much more than glimpses at life through the camera's lens.
20170038,"Bright Lights: Starring Carrie Fisher and Debbie Reynolds is a touching, bittersweet, and ultimately charming love story that serves as a poignantly effective tribute to the strangely complicated, uniquely resilient mother/daughter duo."
20170039,"The Work takes a gut-wrenching look at lives all too often written off as lost causes, persuasively arguing that growth and change can be waiting where we least expect it."
20170040,"Well-written, well-acted, and patiently crafted, Truman takes an affecting look at a long friendship separated by distance but undimmed by time."
20170041,Strong Island uses one family's heartbreaking tragedy to offer a sobering picture of racial injustice in modern America.
20170042,"After the Storm crosses cultural lines to offer timeless observations about parental responsibilities, personal bonds, and the capacity for forgiveness."
20170043,"Well-acted and fiendishly frightening with an emotionally affecting story at its core, It amplifies the horror in Stephen King's classic story without losing touch with its heart."
20170044,"Whose Streets? takes a close-up look at the civil unrest that erupted after a shocking act of violence in Ferguson, Missouri - and the decades of simmering tension leading up to it."
20170045,"John Wick: Chapter 2 does what a sequel should -- which in this case means doubling down on the non-stop, thrillingly choreographed action that made its predecessor so much fun."
20170046,Menashe offers an intriguing look at a culture whose unfamiliarity to many viewers will be rendered irrelevant by the story's universally affecting themes and thoughtful approach.
20170047,Graduation marks yet another well-written and powerfully acted look at morality and societal decay from writer-director Cristian Mungiu.
20170048,"Simultaneously sweeping and intimate, Quest uses one family's experiences to offer thoughtful, wide-ranging observations about modern American life."
20170049,Step tells an irresistibly crowd-pleasing story in a thoroughly absorbing way -- and while smartly incorporating a variety of timely themes.
20170050,"Dina presents a clear-eyed and uncommonly detailed view of one couple's relationship, offering insights as broadly illuminating as they are compassionate."
20170051,"Raw's lurid violence and sexuality live up to its title, but they're anchored with an immersive atmosphere and deep symbolism that linger long after the provocative visuals fade."
20170052,The Red Turtle adds to Studio Ghibli's estimable legacy with a beautifully animated effort whose deceptively simple story boasts narrative layers as richly absorbing as its lovely visuals.
20170053,"In This Corner of the World offers a unique ground-level perspective on an oft-dramatized period in history, further distinguished by beautiful hand-drawn animation."
20170054,The Meyerowitz Stories (New and Selected) observes the family dynamic through writer-director Noah Baumbach's bittersweet lens and the impressive efforts of a remarkable cast.
20170055,"I, Daniel Blake marks yet another well-told chapter in director Ken Loach's powerfully populist filmography."
20170056,Ex Libris: The New York Public Library adds another remarkable chapter to documentarian Frederick Wiseman's career-long quest for observational excellence.
20170057,"Inspiring and tragic, Bombshell is a bittersweet celebration and reclamation of Hedy Lemarr's journey from Hollywood legend to technology genius."
20170058,"The Last Laugh takes a fresh -- and unexpectedly funny -- approach to sensitive subject matter, uncovering affecting insights about the nature of comedy along the way."
20170059,"1945 sifts through the aftermath of the Holocaust to offer a sober, well-crafted look at a variety of weighty themes."
20170060,"Compelling and corrective, Dolores unearths overlooked history to spotlight one of activism's most powerful -- and often forgotten -- voices, Dolores Huerta."
20170061,"A Quiet Passion offers a finely detailed portrait of a life whose placid passage may not have been inherently cinematic, but is made more affecting by Cynthia Nixon's strong performance."
20170062,No consensus yet.
20170063,"Thelma plays with genre tropes in unexpected ways, delivering a thoughtfully twisty supernatural thriller with a lingering impact."
20170064,The B-Side: Elsa Dorfman's Portrait Photography offers an intriguing glimpse at a distinctive artist's work that's as warmly engaging as its subject.
20170065,The Breadwinner's stunning visuals are matched by a story that dares to confront sobering real-life issues with uncommon -- and richly rewarding -- honesty.
20170066,"The Happiest Day in the Life of Olli Mäki sidesteps sports biopic clichés with a beautifully filmed, well-acted look at the balance between career fulfillment and personal happiness."
20170067,"Wind River lures viewers into a character-driven mystery with smart writing, a strong cast, and a skillfully rendered setting that delivers the bitter chill promised by its title."
20170068,"Battle of the Sexes turns real-life events into a crowd-pleasing, well-acted dramedy that ably entertains while smartly serving up a volley of present-day parallels."
20170069,Stronger rises on the power of its well-chosen ensemble to offer an emotionally resonant fact-based story that transcends inspirational drama clichés.
20170070,Girls Trip is the rare R-rated comedy that pushes boundaries to truly comedic effect -- and anchors its laughs in compelling characters brought to life by a brilliantly assembled cast.
20170071,I Called Him Morgan doubles as a seductive tribute to its subject's jazz passion as well as an absorbing look at a fatally doomed relationship.
20170072,It Comes at Night makes lethally effective use of its bare-bones trappings while proving once again that what's left unseen can be just as horrifying as anything on the screen.
20170073,"Trophy offers a thought-provoking look at big-game hunting that should challenge, trouble, and enrage viewers regardless of their personal perspective."
20170074,"With rich characters and a thoughtful approach to timely themes, The Women's Balcony tackles complicated subjects with intelligence, compassion, and wit."
20170075,"Félicité depicts a culture and a setting unfamiliar to many viewers, but its themes - and Véro Tshanda Beya Mputu's performance - transcend borders."
20170076,20th Century Women offers Annette Bening a too-rare opportunity to shine in a leading role -- and marks another assured step forward for writer-director Mike Mills.
20170077,The Survivalist's deliberate pace pays gripping dividends with a tautly told post-apocalyptic drama that offers some uniquely thought-provoking twists.
20170078,American Made's fast-and-loose attitude with its real-life story mirrors the cavalier -- and delightfully watchable -- energy Tom Cruise gives off in the leading role.
20170079,"Darkest Hour is held together by Gary Oldman's electrifying performance, which brings Winston Churchill to life even when the movie's narrative falters."
20170080,A Monster Calls deftly balances dark themes and fantastical elements to deliver an engrossing and uncommonly moving entry in the crowded coming-of-age genre.
20170081,"The Lost City of Z's stately pace and visual grandeur hearken back to classic exploration epics, and Charlie Hunnam turns in a masterful performance as its complex protagonist."
20170082,Citizen Jane: Battle for the City offers a compelling overview of an influential activist's importance -- and underscores why the spirit of her work remains crucial today.
20170083,"Carried along by a winning performance from Gemma Arterton, Their Finest smoothly combines comedy and wartime drama to crowd-pleasing effect."
20170084,Frantz finds writer-director François Ozon thoughtfully probing the aftermath of World War I through the memories and relationships of loved ones left behind.
20170085,"Lady Macbeth flashes some surprising toughness beneath its period exterior, bolstered by a mesmerizing -- and unforgiving -- central performance by Florence Pugh."
20170086,Detroit delivers a gut-wrenching -- and essential -- dramatization of a tragic chapter from America's past that draws distressing parallels to the present.
20170087,"From its confrontational title to its striking cinematography, this raw cinematic gem uncompromisingly proves writer/director/actor Justin Chon is a filmmaker to watch."
20170088,Okja sees Bong Joon-ho continuing to create defiantly eclectic entertainment -- and still hitting more than enough of his narrative targets in the midst of a tricky tonal juggling act.
20170089,"Epic in scope yet clear-eyed and intimate, Human Flow offers a singularly expansive -- and sobering -- perspective on the global refugee crisis."
20170090,Abacus: Small Enough to Jail transcends its less-than-dramatic trappings to present a gripping real-life legal thriller with far-reaching implications.
20170091,Jim & Andy: The Great Beyond offers a fascinating behind-the-scenes glimpse of method acting in action -- and one star's journey toward something like personal acceptance.
20170092,"Icarus is eye-opening viewing for professional sports enthusiasts, yet it should also prove thoroughly gripping even for filmgoers who might not necessarily be drawn to the subject."
20170093,All This Panic offers an unvarnished look at the lives of young American women whose less compelling moments are more than balanced out by documentarian Jenny Gage's empathetic approach.
20170094,Maudie's talented cast -- particularly Sally Hawkins in the title role -- breathe much-needed depth into a story that only skims the surface of a fascinating life and talent.
20170095,Land of Mine uses an oft-forgotten chapter from the aftermath of World War II to tell a hard-hitting story whose period setting belies its timeless observations about bloodshed and forgiveness.
20170096,"Writer-director Aki Kaurismäki further sharpens his craft with The Other Side of Hope, offering a timely drama whose melancholy air is leavened by its empathy."
20170097,"Endless Poetry extends writer-director Alejandro Jodorowsky's singular filmography with another joyously surreal, visually vibrant viewing experience."
20170098,"Silence ends Martin Scorsese's decades-long creative quest with a thoughtful, emotionally resonant look at spirituality and human nature that stands among the director's finest works."
20170099,Obit shines an entertaining -- and overdue -- spotlight on an engaging group of people whose singular craft is too often taken for granted.
20170100,Brawl in Cell Block 99 rides a committed Vince Vaughn performance into the brutally violent -- and undeniably entertaining -- depths of prison-set grindhouse genre fare.
20180001,Black Panther elevates superhero cinema to thrilling new heights while telling one of the MCU's most absorbing stories -- and introducing some of its most fully realized characters.
20180002,"Fast, sleek, and fun, Mission: Impossible - Fallout lives up to the ""impossible"" part of its name by setting yet another high mark for insane set pieces in a franchise full of them."
20180003,BlacKkKlansman uses history to offer bitingly trenchant commentary on current events -- and brings out some of Spike Lee's hardest-hitting work in decades along the way.
20180004,"Spider-Man: Into the Spider-Verse matches bold storytelling with striking animation for a purely enjoyable adventure with heart, humor, and plenty of superhero action."
20180005,"With appealing leads, deft direction, and an affecting love story, A Star Is Born is a remake done right -- and a reminder that some stories can be just as effective in the retelling."
20180006,Eighth Grade takes a look at its titular time period that offers a rare and resounding ring of truth while heralding breakthroughs for writer-director Bo Burnham and captivating star Elsie Fisher.
20180007,"Roma finds writer-director Alfonso Cuarón in complete, enthralling command of his visual craft - and telling the most powerfully personal story of his career."
20180008,A Quiet Place artfully plays on elemental fears with a ruthlessly intelligent creature feature that's as original as it is scary -- and establishes director John Krasinski as a rising talent.
20180009,"Deftly directed and laced with dark wit, Can You Ever Forgive Me? proves a compelling showcase for deeply affecting work from Richard E. Grant and Melissa McCarthy."
20180010,"Incredibles 2 reunites Pixar's family crimefighting team for a long-awaited follow-up that may not quite live up to the original, but comes close enough to earn its name."
20180011,"Call Me by Your Name offers a melancholy, powerfully affecting portrait of first love, empathetically acted by Timothée Chalamet and Armie Hammer."
20180012,"The Favourite sees Yorgos Lanthimos balancing a period setting against rich, timely subtext - and getting roundly stellar performances from his well-chosen stars."
20180013,Paddington 2 honors its star's rich legacy with a sweet-natured sequel whose adorable visuals are matched by a story perfectly balanced between heartwarming family fare and purely enjoyable all-ages adventure.
20180014,Leave No Trace takes an effectively low-key approach to a potentially sensationalistic story -- and further benefits from brilliant work by Ben Foster and Thomasin McKenzie.
20180015,Widows rounds up a stellar ensemble for a heist thriller that mixes popcorn entertainment with a message - and marks another artistic leap for director Steve McQueen.
